,nonregistered_cd_l,non_registered_landmark_loss_l,registered_cd_l,landmark_loss_l,wall_time_models,displ,side,status,anulus,umbo,malleus_handle,long_process_of_incus,stape
27,7.092037677764893,2.2813049261619405,0.709495484828949,0.9160762657689446,7.5972185134887695,"[[ 5.1304398   6.5377183  -4.85155   ]
 [ 5.1362095   6.491362   -4.7673016 ]
 [ 5.1409664   6.57643    -4.7864075 ]
 ...
 [-0.6229248   4.2637444   0.4222145 ]
 [-0.53266907  4.196453    0.4126339 ]
 [-0.742548    4.3473988   0.41563797]]",left,healthy,0.7658060935131786,0.8508384036805288,0.7882372344938391,1.259423331388232,
28,6.629048824310303,2.8686241160255253,1.5386061668395996,1.5996539988869976,7.688569784164429,"[[ 3.3062515   6.251507   -5.3963547 ]
 [ 3.3567543   6.2121243  -5.339166  ]
 [ 3.3682938   6.2726345  -5.3782964 ]
 ...
 [-0.7016754   3.6963491  -0.94112587]
 [-0.5679798   3.6193457  -0.91802406]
 [-0.8867588   3.7974272  -0.98305845]]",right,healthy,0.7955166417823224,0.30107974910602137,0.71932449148255,0.6424650081727534,5.539884103891341
29,5.96332311630249,3.3085844886266527,1.4316209554672241,1.4771957915845264,7.400802135467529,"[[ 5.9997787  7.4117513 -5.034522 ]
 [ 6.016651   7.3456893 -4.988229 ]
 [ 6.0314293  7.4632835 -5.049323 ]
 ...
 [-0.3944168  5.491927  -3.1394095]
 [-0.2629547  5.4060802 -3.1018996]
 [-0.574646   5.5953875 -3.1943965]]",left,healthy,0.7141898841237019,0.5181289641860043,0.7906047165273404,0.6650238385224017,4.698031554563183
30,7.251124382019043,2.9516068697794715,1.0494437217712402,1.5827846330307238,7.333833456039429,"[[ 4.347521    6.8964696  -4.850168  ]
 [ 4.415434    6.838107   -4.772379  ]
 [ 4.4299145   6.930758   -4.806717  ]
 ...
 [-0.90353966  4.0859156  -1.8433113 ]
 [-0.77589417  4.034128   -1.8242865 ]
 [-1.0760994   4.147607   -1.8720899 ]]",right,healthy,0.6063170654894526,0.6423241942009629,0.783288905992726,0.8247626294587708,5.057230370011707
31,8.431905746459961,2.3327239134738127,1.2419123649597168,0.7952111313701126,7.582118988037109,"[[ 4.9845123   7.209285   -5.026354  ]
 [ 5.0574074   7.1361156  -4.957411  ]
 [ 5.0332603   7.2104664  -4.982833  ]
 ...
 [-2.1672955   4.942588   -0.3833561 ]
 [-2.0654182   4.8659534  -0.39817762]
 [-2.29698     5.039426   -0.37213707]]",right,perforation,0.9844054222481706,0.6733546695335515,0.7423412937991541,0.7807431398995739,
32,8.622682571411133,-1.0,0.7450787425041199,,6.782470226287842,"[[ 8.589998    6.820673   -0.97674274]
 [ 8.558216    6.7802534  -0.8537998 ]
 [ 8.616208    6.851203   -0.8132744 ]
 ...
 [ 2.3904696   3.2272558   7.310463  ]
 [ 2.4234028   3.1906013   7.4248905 ]
 [ 2.3476791   3.2999382   7.1183033 ]]",right,cholesteatoma,,,,,
33,12.927539825439453,-1.0,0.739760160446167,,7.225980520248413,"[[ 3.6704388   3.6123066  -3.8996115 ]
 [ 3.5611591   3.2430182  -4.031583  ]
 [ 3.6269188   3.2317982  -3.998231  ]
 ...
 [ 0.02125168  2.2262506   1.3589039 ]
 [ 0.20820618  1.8448734   1.5402212 ]
 [-0.25622177  2.6835098   1.1599827 ]]",right,healthy,,,,,
34,6.93884801864624,3.007569265196337,1.1870899200439453,1.4942882073214516,7.497633695602417,"[[ 4.604683   7.1146216 -6.0599546]
 [ 4.639282   7.0478063 -5.9972334]
 [ 4.6514397  7.144876  -6.0577817]
 ...
 [-1.2692051  4.4717093 -1.8461576]
 [-1.1473064  4.400571  -1.8322926]
 [-1.4339218  4.561224  -1.8688135]]",left,healthy,0.6645315809847802,0.9092473355650346,0.9080479070590761,0.6998979314735649,4.289716281524802
35,15.112628936767578,-1.0,1.298577904701233,,7.369879961013794,"[[ 4.945408   8.248563  -4.426071 ]
 [ 4.885578   8.225283  -4.3498287]
 [ 5.0013695  8.401755  -4.3957214]
 ...
 [ 0.319479   9.812275   1.6772785]
 [ 0.3368454  9.656945   1.6869335]
 [ 0.3068142 10.004646   1.6426172]]",right,reconstruction,,,,,
36,9.454479217529297,-1.0,1.3928556442260742,,7.341079235076904,"[[ 6.401475   7.270134  -3.7475662]
 [ 6.3404274  7.241061  -3.7093096]
 [ 6.3702908  7.3693204 -3.633542 ]
 ...
 [-2.181158   8.546146   2.6826944]
 [-2.1750164  8.486393   2.5496721]
 [-2.160553   8.601088   2.839571 ]]",right,reconstruction,,,,,
37,5.532041072845459,-1.0,1.2760142087936401,,7.499567985534668,"[[ 2.1227722  4.612151  -3.8271675]
 [ 1.873663   4.277278  -3.8784714]
 [ 1.7603989  4.068411  -3.9433365]
 ...
 [-1.5747452  7.969898  -1.4435129]
 [-1.4639969  7.899996  -1.4370413]
 [-1.7166233  8.024754  -1.4684539]]",right,healthy,,,,,
38,6.398691654205322,3.0457177003097855,0.7433869242668152,1.5705764130265651,7.736187219619751,"[[ 5.9308033   6.9945407  -5.618462  ]
 [ 5.94421     6.9177737  -5.549781  ]
 [ 5.9785595   7.0162864  -5.597397  ]
 ...
 [-0.77145386  5.799306   -1.4347668 ]
 [-0.66932106  5.7000504  -1.4161615 ]
 [-0.9095974   5.9167986  -1.4697981 ]]",right,healthy,0.818147763117494,0.9560584897368316,0.9818063078168917,0.7506893473160314,4.346180157145577
39,6.794439792633057,2.9403993405202535,1.1209529638290405,1.3359625305024707,7.499384164810181,"[[ 2.683052    6.226998   -4.331072  ]
 [ 2.68709     6.181719   -4.297738  ]
 [ 2.7263546   6.2703595  -4.348998  ]
 ...
 [-0.95414925  5.2047644  -1.9412498 ]
 [-0.85692406  5.144458   -1.9297562 ]
 [-1.0842438   5.267535   -1.9586372 ]]",left,healthy,0.830256854555693,0.48535335426556636,0.7126390798635869,0.4779249858308003,4.173638377996707
40,5.692611217498779,2.5268402487654837,0.7664467692375183,1.329476140595664,7.489962577819824,"[[ 2.475315    6.792255   -3.9852057 ]
 [ 2.5632935   6.80701    -3.9083958 ]
 [ 2.6210213   6.9092216  -3.9393196 ]
 ...
 [ 0.356081    5.0855627  -1.7655411 ]
 [ 0.44483185  4.9969254  -1.7376347 ]
 [ 0.22922325  5.194811   -1.8095589 ]]",right,healthy,0.8226013181780821,0.3001869339110614,0.7528341499472917,,3.442282160346221
41,6.223574161529541,2.303809911246228,0.6392557621002197,1.3910838035195177,7.54832124710083,"[[ 4.9960785   5.6335936  -4.889434  ]
 [ 5.0448074   5.5893025  -4.802245  ]
 [ 5.0774307   5.649043   -4.8210936 ]
 ...
 [ 0.2415924   4.240654   -0.1343832 ]
 [ 0.3592186   4.1688204  -0.12001038]
 [ 0.07700157  4.3309374  -0.16538048]]",left,healthy,0.692048493371623,0.3959958958804684,0.6133163283435275,,3.862974496482452
42,8.23480224609375,2.1860065007292393,0.5876321196556091,1.2781935110291363,7.548399209976196,"[[ 3.0128403   2.0949306  -0.809844  ]
 [ 3.0431309   2.1056814  -0.7406206 ]
 [ 3.0653152   2.1796913  -0.74484825]
 ...
 [ 0.63611984  6.044939   -0.8888464 ]
 [ 0.68595886  6.0136395  -0.80809975]
 [ 0.5665531   6.0621176  -1.0041761 ]]",right,healthy,0.9279601262981927,1.809580038753162,1.340248192373572,1.0349856866916183,
