,nonregistered_cd_l,mean_displacement_error_l,registered_cd_l,regtr_cd_l,landmark_loss_l,wall_time_models,displ,len_inds,overlap_scores
10,1.5285019874572754,1.4615979194641113,0.39754408597946167,1.5285019874572754,0.5828167580497982,6.00231146812439,"[[ 1.2334652   0.76390266 -1.6366835 ]
 [ 1.2407513   0.75451183 -1.5696306 ]
 [ 1.2468758   0.8050604  -1.5805941 ]
 ...
 [-1.3575764   0.8975563  -1.3273315 ]
 [-1.3422699   0.8868265  -1.2932634 ]
 [-1.3734322   0.9002533  -1.3755026 ]]",2133,0.2321934945788157
11,1.0167156457901,1.2440369129180908,0.3264618515968323,1.0167156457901,0.23297830661706367,5.8312013149261475,"[[ 0.125103   -2.3649187  -0.0753603 ]
 [ 0.13359642 -2.4772282  -0.11142635]
 [ 0.07533455 -2.500328   -0.11686897]
 ...
 [ 2.6255827   0.89775276  1.0863428 ]
 [ 2.6187363   0.8530264   1.063324  ]
 [ 2.6114264   0.9503708   1.1095791 ]]",2290,0.3996663886572143
12,0.9900283217430115,1.0816270112991333,0.2688237130641937,0.9900283217430115,0.36066397944101625,6.0215373039245605,"[[ 2.0268974  -0.6377287   1.3620911 ]
 [ 2.0215397  -0.6094723   1.3611069 ]
 [ 2.017311   -0.6346836   1.3648825 ]
 ...
 [-0.6412678   0.09037781  1.3482828 ]
 [-0.64336777  0.06764412  1.3577394 ]
 [-0.6426277   0.12196159  1.3298273 ]]",2266,0.2992493744787323
13,1.6592791080474854,1.6043169498443604,1.0614902973175049,1.6592791080474854,0.6043018759067912,6.3067591190338135,"[[ 2.1747818  -1.722209    0.03679371]
 [ 2.1225338  -1.6780977   0.10596371]
 [ 2.194624   -1.5916538   0.08667183]
 ...
 [-0.5354214   1.0921764   0.7708359 ]
 [-0.57102585  1.0860615   0.8405361 ]
 [-0.48213196  1.0884533   0.67841053]]",2306,0.36730608840700585
14,1.5369963645935059,1.506637692451477,0.22856242954730988,1.5369963645935059,0.2336236578658714,6.224788188934326,"[[ 0.561903   -2.4682722   0.7082262 ]
 [ 0.558403   -2.514492    0.68099976]
 [ 0.5805149  -2.5529327   0.66691685]
 ...
 [ 1.2158251  -1.2889023   0.39190102]
 [ 1.1861534  -1.3192501   0.40007496]
 [ 1.2515621  -1.2459965   0.38061047]]",2374,0.37581317764804
15,0.7913432121276855,1.1626582145690918,0.157054141163826,0.7913432121276855,0.4830115828648474,6.173346757888794,"[[ 2.1478977  -0.18968773  0.48377132]
 [ 2.118908   -0.18987942  0.4965706 ]
 [ 2.126068   -0.17886734  0.4981928 ]
 ...
 [ 0.69612885  1.0905809  -0.44094658]
 [ 0.68504715  1.0716839  -0.41242313]
 [ 0.7128906   1.1093931  -0.47977924]]",2723,0.45954962468723937
16,1.3794939517974854,2.302553653717041,1.2757060527801514,1.3794939517974854,0.6646742342134486,6.11483097076416,"[[ 1.8734455  -5.3810797  -1.0078087 ]
 [ 1.8145123  -5.353347   -0.93913364]
 [ 1.8738918  -5.3579025  -0.9714813 ]
 ...
 [ 0.30573463  0.46984863  0.47170544]
 [ 0.29499245  0.42275143  0.49698448]
 [ 0.32016182  0.53111553  0.42883015]]",2282,0.34728940783986656
17,0.29725152254104614,0.7828199863433838,0.19432854652404785,0.29725152254104614,0.31827803007185385,6.055632829666138,"[[ 0.871048   -0.8000736  -0.29289532]
 [ 0.8783665  -0.82768345 -0.27031517]
 [ 0.932909   -0.8642492  -0.24793434]
 ...
 [ 0.09353638 -0.00482178  1.3057871 ]
 [ 0.08471107 -0.03133392  1.324893  ]
 [ 0.10777473  0.02833557  1.2775402 ]]",2233,0.34979149291075895
18,0.6261799931526184,1.0402666330337524,0.22632254660129547,0.6261799931526184,0.3664322398103547,6.158284425735474,"[[ 0.9978466  -0.10895729 -0.75542164]
 [ 0.9915924  -0.13211918 -0.73473644]
 [ 1.0169601  -0.14552116 -0.724411  ]
 ...
 [ 0.42053986  0.50858784  1.3272038 ]
 [ 0.41630936  0.48197365  1.3205137 ]
 [ 0.4293747   0.5428114   1.3276615 ]]",2015,0.24303586321934945
19,1.170615315437317,1.2917934656143188,0.9211636781692505,1.170615315437317,0.5349668082004146,6.325976848602295,"[[ 1.6117096  -2.6430302   0.6949463 ]
 [ 1.5483761  -2.6070967   0.6751528 ]
 [ 1.5892181  -2.6526031   0.5931988 ]
 ...
 [-1.5919952   0.77680683  0.99907684]
 [-1.6085548   0.7338371   1.0335903 ]
 [-1.5589123   0.83412457  0.95006657]]",2197,0.29774812343619683
20,1.2959074974060059,2.0415399074554443,1.3768014907836914,1.2959074974060059,0.4845668058776364,6.498883008956909,"[[ 1.7566414  -3.9577951  -1.3792753 ]
 [ 1.7582741  -3.9385805  -1.35073   ]
 [ 1.8017178  -3.9323254  -1.3352165 ]
 ...
 [ 1.788373   -0.9160366   0.9012852 ]
 [ 1.7636433  -0.982254    0.90628624]
 [ 1.8072166  -0.8253803   0.8867483 ]]",2325,0.4778982485404504
21,1.0353128910064697,1.1480622291564941,0.1704576015472412,1.0353128910064697,0.3193166624159556,6.311618089675903,"[[ 1.3311005  -0.21120358 -0.61859035]
 [ 1.3269558  -0.2231226  -0.609231  ]
 [ 1.344614   -0.21464539 -0.63385105]
 ...
 [ 1.6258774   0.8729248   0.2809248 ]
 [ 1.6201448   0.84791946  0.29656887]
 [ 1.6299219   0.9002218   0.2548151 ]]",2515,0.38915763135946624
22,1.2733039855957031,1.5982972383499146,0.8381794691085815,1.2733039855957031,0.42633340550300486,6.071981430053711,"[[ 2.2762318  -2.8108358   1.024126  ]
 [ 2.2085743  -2.7735014   1.0059862 ]
 [ 2.2682     -2.7484875   0.9883814 ]
 ...
 [ 0.04734421  1.2973852   0.45170403]
 [ 0.00371742  1.2912836   0.50035477]
 [ 0.10700607  1.2923212   0.38728905]]",2225,0.37714762301918264
23,2.080326795578003,2.012849807739258,1.2800544500350952,2.080326795578003,0.5871581382978319,5.794693231582642,"[[ 2.2084236  -4.240411    1.2725592 ]
 [ 2.2361794  -4.3087626   1.2642603 ]
 [ 2.340149   -4.228544    1.3293133 ]
 ...
 [ 0.060606   -0.28794098  2.4378042 ]
 [ 0.01380348 -0.323555    2.4216642 ]
 [ 0.12233734 -0.23429108  2.4383678 ]]",2337,0.3834862385321101
24,0.88315749168396,0.9280176758766174,0.15480978786945343,0.88315749168396,0.2917689538671402,6.412291049957275,"[[-0.4327526  -1.0972452  -1.3608437 ]
 [-0.4184761  -1.1052532  -1.3403292 ]
 [-0.39757538 -1.1147165  -1.3415928 ]
 ...
 [ 0.68860626  0.14132881 -0.15625763]
 [ 0.7004509   0.12151527 -0.16501713]
 [ 0.66337395  0.1688919  -0.14592838]]",2354,0.31726438698915765
25,1.0271921157836914,0.9554163217544556,0.11082734912633896,1.0271921157836914,0.21667385639703893,6.243805408477783,"[[-0.45421982 -0.6053457  -1.9599905 ]
 [-0.42643356 -0.5961914  -1.9489231 ]
 [-0.41322517 -0.593771   -1.9693613 ]
 ...
 [-0.2666893   0.84263897  0.10910416]
 [-0.24813461  0.8199024   0.09494781]
 [-0.29476547  0.86482143  0.1243515 ]]",2592,0.4488740617180984
26,1.0551910400390625,1.752326488494873,0.62406325340271,1.0551910400390625,0.42637642230207345,6.131148338317871,"[[ 3.4912338  -2.7384386  -0.1430006 ]
 [ 3.4448414  -2.726493   -0.12996101]
 [ 3.5266685  -2.6488876  -0.10086441]
 ...
 [-0.04997063  0.04938698  1.8356895 ]
 [-0.10625267  0.01806068  1.8413277 ]
 [ 0.03451538  0.09789658  1.8141451 ]]",2359,0.4213511259382819
27,0.33868497610092163,1.6402978897094727,1.1533689498901367,0.33868497610092163,0.4938547902861912,6.086798191070557,"[[ 2.862999   -3.3208885  -1.9573631 ]
 [ 2.8277302  -3.2925482  -1.9003391 ]
 [ 2.9168167  -3.2480888  -1.9351902 ]
 ...
 [ 0.02742958  0.29304123  0.16415787]
 [-0.00572395  0.2776165   0.17943573]
 [ 0.078825    0.31275558  0.14200592]]",2274,0.3931609674728941
28,2.6646006107330322,1.620816707611084,0.22556203603744507,2.6646006107330322,0.652794803842727,6.118054628372192,"[[-0.05875206  0.98345757 -1.2420645 ]
 [-0.08621216  0.9805107  -1.2149086 ]
 [-0.07754707  0.9978409  -1.2194853 ]
 ...
 [-2.5497437   0.5664501   2.1611176 ]
 [-2.5208778   0.5262871   2.1822376 ]
 [-2.5717201   0.61640835  2.1161213 ]]",2443,0.3639699749791493
29,1.0331618785858154,1.2708593606948853,0.2483941912651062,1.0331618785858154,0.40679993119550595,6.1848108768463135,"[[-0.51517105  1.3691969  -0.6502676 ]
 [-0.5353203   1.4499464  -0.79154015]
 [-0.54263496  1.4985437  -0.8573532 ]
 ...
 [-1.8410282   0.8098278   0.09008694]
 [-1.8007374   0.8090935   0.08085442]
 [-1.8984852   0.8107872   0.10056114]]",2410,0.48590492076730607
30,2.5364761352539062,1.8164979219436646,0.48710301518440247,2.5364761352539062,0.3209125923269094,6.033022403717041,"[[ 0.33415794  3.9067278  -0.75874996]
 [ 0.309618    3.839655   -0.7320194 ]
 [ 0.29632568  3.8784904  -0.688797  ]
 ...
 [-1.0298042   0.51422596  1.0164881 ]
 [-1.0053234   0.5038805   0.9943094 ]
 [-1.0600548   0.53133965  1.0418863 ]]",2284,0.37648040033361135
31,1.6596267223358154,2.612478256225586,1.3589483499526978,1.6596267223358154,0.7651498398394123,6.094483375549316,"[[ 0.96564674  4.943011   -3.9764948 ]
 [ 0.8847008   4.804716   -3.9805183 ]
 [ 0.8482132   4.7492504  -4.14482   ]
 ...
 [-0.2549286  -0.02937317  1.3392677 ]
 [-0.260334   -0.07868958  1.3241854 ]
 [-0.25035286  0.03433418  1.351757  ]]",2262,0.3556296914095079
32,1.5458862781524658,2.2860589027404785,1.9919421672821045,1.5458862781524658,1.9668163713098392,6.019108057022095,"[[-0.23132515 -3.4533606  -1.450572  ]
 [-0.19820023 -3.4414759  -1.4189281 ]
 [-0.13775253 -3.4568615  -1.4081707 ]
 ...
 [ 1.6401739   0.04359245  2.7965336 ]
 [ 1.6233807  -0.03263092  2.8131237 ]
 [ 1.6544123   0.15148544  2.7456532 ]]",1990,0.26488740617180984
33,1.2576733827590942,2.011254072189331,1.214531421661377,1.2576733827590942,0.6880615648130042,5.61394190788269,"[[ 2.270731   -3.2689571  -3.9276724 ]
 [ 2.2754288  -3.2313433  -3.8731384 ]
 [ 2.362114   -3.2170315  -3.9080305 ]
 ...
 [-0.30283546  0.4531517   0.34227753]
 [-0.24133682  0.4291315   0.3179779 ]
 [-0.40542412  0.4864149   0.3802576 ]]",2222,0.29174311926605506
34,0.8275858163833618,2.393314838409424,1.7312901020050049,0.8275858163833618,1.9076762629226616,6.1846840381622314,"[[ 0.36447525 -4.4332      1.9380598 ]
 [ 0.34085846 -4.4259653   2.0296526 ]
 [ 0.41755295 -4.390209    2.0283632 ]
 ...
 [ 0.2950096   1.3131161   1.0560493 ]
 [ 0.3129635   1.2670393   1.0719767 ]
 [ 0.27310562  1.3728065   1.0279827 ]]",2487,0.31125938281901583
35,2.0342302322387695,1.5240228176116943,0.35034018754959106,2.0342302322387695,0.5201654026295247,6.094086647033691,"[[-0.73514175  0.4466219  -2.1665688 ]
 [-0.7297859   0.46280956 -2.1682138 ]
 [-0.7328682   0.47358894 -2.2001247 ]
 ...
 [-0.26953125  0.97824097 -1.056736  ]
 [-0.24401093  0.9857273  -1.0394192 ]
 [-0.31201744  0.9639206  -1.0894771 ]]",2288,0.3492910758965805
36,0.6179585456848145,0.9023526310920715,0.15877589583396912,0.6179585456848145,0.39264806329115426,6.079763412475586,"[[ 0.45550156 -1.1658869  -1.6130266 ]
 [ 0.42764282 -1.0352468  -1.5571604 ]
 [ 0.4132347  -0.92011833 -1.5347872 ]
 ...
 [-0.30146217  0.45341015 -0.45531797]
 [-0.28225136  0.44331837 -0.4406252 ]
 [-0.3262806   0.4639244  -0.4758649 ]]",2344,0.30325271059216014
37,1.422088623046875,2.417943239212036,1.4204784631729126,1.422088623046875,0.8086750464625657,6.2015602588653564,"[[ 1.9973335  -4.458991   -4.2095118 ]
 [ 1.9536419  -4.4012747  -4.147421  ]
 [ 2.050539   -4.3566513  -4.1980906 ]
 ...
 [-0.24566078  0.6763716  -1.1788058 ]
 [-0.25878525  0.67370415 -1.1495895 ]
 [-0.22988892  0.6685152  -1.2158427 ]]",2347,0.4819015846538782
38,0.8194185495376587,1.4733164310455322,0.5129566192626953,0.8194185495376587,0.6140666251209058,5.593106746673584,"[[-1.0086117   1.9250364  -1.0930958 ]
 [-1.0531998   1.8616543  -1.0964069 ]
 [-1.0958691   1.8668642  -1.0809507 ]
 ...
 [ 0.34827805  1.0298185  -0.54338646]
 [ 0.37366295  1.0286636  -0.529202  ]
 [ 0.30344963  1.0207062  -0.57330513]]",2237,0.36013344453711427
39,1.0223371982574463,2.900369167327881,1.05753755569458,1.0223371982574463,2.5128792876365607,6.053552150726318,"[[ 0.9334984  -5.7188807   0.6837187 ]
 [ 1.0807018  -5.8345118   0.7370806 ]
 [ 1.1005192  -5.738037    0.77397823]
 ...
 [ 0.52116394  0.87076473 -0.17894268]
 [ 0.53256226  0.83370304 -0.12081718]
 [ 0.49723816  0.90298367 -0.263381  ]]",2156,0.3688073394495413
40,1.7414968013763428,1.2673720121383667,1.01739501953125,1.7414968013763428,0.4923512836048927,6.119675159454346,"[[ 1.207758   -1.7260342  -0.71179295]
 [ 1.1824131  -1.7144089  -0.68107796]
 [ 1.1986332  -1.691227   -0.6631918 ]
 ...
 [-0.60992813 -0.4826603   1.6537781 ]
 [-0.59236526 -0.5306606   1.6515675 ]
 [-0.63376427 -0.41456032  1.6455269 ]]",2202,0.46238532110091746
41,1.4242477416992188,1.9768669605255127,0.5540213584899902,1.4242477416992188,0.5130566943109044,6.210564613342285,"[[ 2.8978329  -4.9114847   0.1636486 ]
 [ 2.8587513  -4.9311914   0.19430447]
 [ 2.9644413  -4.883482    0.22779655]
 ...
 [ 1.7061081   2.438323    1.2064533 ]
 [ 1.7007971   2.3705215   1.2378635 ]
 [ 1.7024174   2.514038    1.1539869 ]]",2535,0.4815679733110926
42,0.4111948013305664,1.73837149143219,1.1736174821853638,0.4111948013305664,0.6642026639789301,6.119686841964722,"[[ 3.4413452  -4.2551947  -2.116331  ]
 [ 3.3499546  -4.1725664  -2.1693525 ]
 [ 3.4590797  -4.1221867  -2.1908264 ]
 ...
 [-0.4826908   1.2781048  -0.86485004]
 [-0.4620304   1.2861338  -0.85232735]
 [-0.5094433   1.2546616  -0.8788805 ]]",2267,0.42101751459549625
43,0.8066681623458862,1.6452714204788208,1.3356351852416992,0.8066681623458862,0.8298810025746381,6.216913938522339,"[[ 2.1925278  -1.918807   -1.4613724 ]
 [ 2.1383228  -1.8738375  -1.4088211 ]
 [ 2.2073631  -1.8081284  -1.4236956 ]
 ...
 [-0.30755997  0.32668018  1.2247028 ]
 [-0.31692886  0.2919836   1.2334261 ]
 [-0.29369354  0.3798313   1.2083244 ]]",2121,0.26622185154295247
44,3.8419933319091797,2.238140344619751,0.8375031352043152,3.8419933319091797,0.8768785579057891,5.743645906448364,"[[ 1.5675335  -0.12103081  2.8718748 ]
 [ 1.5237007  -0.14940739  2.875123  ]
 [ 1.5483952  -0.19592094  2.9035826 ]
 ...
 [-0.4542904  -0.11994934  2.279684  ]
 [-0.3353443  -0.21199417  2.12895   ]
 [-0.63575935  0.10724258  2.5496483 ]]",2429,0.3994995829858215
45,3.7686872482299805,1.9887189865112305,0.39467933773994446,3.7686872482299805,0.577751527145681,6.117053747177124,"[[ 1.3828754   2.1875324   0.29437065]
 [ 1.3625832   2.1807747   0.3174982 ]
 [ 1.3420162   2.2112312   0.31192875]
 ...
 [-2.4490967   1.5035496   1.1039124 ]
 [-2.4146976   1.4929142   1.1184311 ]
 [-2.4938698   1.5120258   1.0785027 ]]",2344,0.3811509591326105
46,0.9175562262535095,1.6924748420715332,2.301816463470459,0.9175562262535095,0.5270703571040347,5.840628385543823,"[[ 1.2326565  -4.024276   -2.2529402 ]
 [ 1.2115726  -3.9826727  -2.1795626 ]
 [ 1.3389053  -4.004347   -2.239913  ]
 ...
 [ 0.32822227 -0.29964447  0.22035599]
 [ 0.28474998 -0.31035423  0.2086029 ]
 [ 0.3712139  -0.27929115  0.22929001]]",2410,0.5059216013344454
47,1.1704689264297485,1.191710352897644,0.4351078271865845,1.1704689264297485,0.47674402071969874,6.102558612823486,"[[-0.6176033  -1.420578   -2.830823  ]
 [-0.51769257 -1.480505   -2.8062792 ]
 [-0.4576149  -1.5194807  -2.8027258 ]
 ...
 [-0.01000404 -0.05787468  1.0306015 ]
 [ 0.0290699  -0.09243202  1.0294619 ]
 [-0.07160568 -0.01688385  1.0208092 ]]",2292,0.3165971643035863
48,0.4657101035118103,0.9844946265220642,0.27224940061569214,0.4657101035118103,0.38097180362343935,6.1412670612335205,"[[ 0.71073914  0.86630726 -1.3456211 ]
 [ 0.7207737   0.857152   -1.3152313 ]
 [ 0.7144871   0.85867405 -1.3071289 ]
 ...
 [ 0.7779274   0.05053139  1.0801916 ]
 [ 0.7887974   0.01683617  1.0672541 ]
 [ 0.7542038   0.09845924  1.0827627 ]]",2155,0.35646371976647206
49,2.2071263790130615,2.430375814437866,1.8332233428955078,2.2071263790130615,0.639663646647196,6.060428857803345,"[[ 2.467247   -5.8576956  -1.8737001 ]
 [ 2.3460426  -5.787629   -1.8138142 ]
 [ 2.3813992  -5.744808   -1.853406  ]
 ...
 [-1.934063    1.9993572  -0.34753132]
 [-1.8849258   2.0869322  -0.32916737]
 [-2.089243    1.8888502  -0.33421993]]",2149,0.35329441201000833
50,2.391024112701416,1.7817175388336182,0.6723876595497131,2.391024112701416,1.1123575843971893,6.097912788391113,"[[ 1.9753914  -0.7831936  -0.09631538]
 [ 1.9389324  -0.8164568  -0.03063202]
 [ 1.9543324  -0.83214664  0.0132246 ]
 ...
 [ 2.4459333   2.2003412  -0.21009922]
 [ 2.4788685   2.1682081  -0.19132376]
 [ 2.388894    2.2221584  -0.24586391]]",2153,0.21801501251042535
51,0.7096847295761108,1.0927331447601318,0.10658079385757446,0.7096847295761108,0.32895739433410276,6.211069107055664,"[[ 1.6376991  -0.17873669  1.1504726 ]
 [ 1.6014309  -0.1846075   1.1507263 ]
 [ 1.6051865  -0.17892265  1.1573267 ]
 ...
 [ 0.4598732   1.0273199   0.3016901 ]
 [ 0.4504776   1.0189028   0.31863022]
 [ 0.47275162  1.0279617   0.26594353]]",2711,0.43085904920767304
52,1.080285906791687,1.8742457628250122,1.1528817415237427,1.080285906791687,1.0831310570162371,5.8861377239227295,"[[-0.73225784 -2.5350914  -3.0608902 ]
 [-0.73623466 -2.4559965  -2.9396763 ]
 [-0.67385864 -2.4432755  -3.0072155 ]
 ...
 [-1.3681927   0.31558228  1.580472  ]
 [-1.3664379   0.3006935   1.5905628 ]
 [-1.3758354   0.33615875  1.5607738 ]]",2449,0.43669724770642204
53,1.6870863437652588,2.3991966247558594,2.5165188312530518,1.6870863437652588,2.2753727495894864,6.014368057250977,"[[ 0.2331543  -1.5721254  -2.0168934 ]
 [ 0.23343468 -1.5894976  -1.905489  ]
 [ 0.26660538 -1.5259914  -1.9484177 ]
 ...
 [-1.5024357   1.3824844   1.8371582 ]
 [-1.4736538   1.3608379   1.8796206 ]
 [-1.5415535   1.3955193   1.759965  ]]",2209,0.18331943286071725
54,0.7555763721466064,2.327975034713745,2.2271134853363037,0.7555763721466064,2.4620933961847755,6.011054277420044,"[[-0.10474396 -3.534583   -1.8641329 ]
 [-0.1036377  -3.495492   -1.9146137 ]
 [-0.08922768 -3.4586582  -1.8844566 ]
 ...
 [ 0.36974907  0.4981022  -0.28341436]
 [ 0.376585    0.48205948 -0.30451775]
 [ 0.35821724  0.52048206 -0.25407887]]",2061,0.28256880733944956
55,1.5502703189849854,1.3318548202514648,0.16647501289844513,1.5502703189849854,0.16735055922599315,6.1590516567230225,"[[ 0.66275215  1.2341566   1.236846  ]
 [ 0.6341648   1.193079    1.2278633 ]
 [ 0.6375618   1.1987057   1.2767191 ]
 ...
 [-0.65208626  0.3690071   1.4514475 ]
 [-0.65211487  0.35091782  1.444973  ]
 [-0.64793015  0.39471436  1.4527054 ]]",2630,0.39549624687239365
56,2.4106009006500244,1.7800196409225464,0.16818168759346008,2.4106009006500244,0.3018198879133592,6.226959228515625,"[[ 1.268856  -2.045105  -2.0262709]
 [ 1.3345871 -2.012992  -1.9921322]
 [ 1.4387054 -2.0301094 -1.9849873]
 ...
 [ 2.6695595  1.7826443  1.3573084]
 [ 2.7022438  1.7524328  1.3570004]
 [ 2.614973   1.8166676  1.346178 ]]",2456,0.39549624687239365
57,0.965965747833252,1.1122195720672607,0.06949503719806671,0.965965747833252,0.24592026159380864,6.2805914878845215,"[[ 0.14073563 -1.0648718  -1.6578007 ]
 [ 0.14172935 -1.0351439  -1.6468735 ]
 [ 0.1601181  -1.036684   -1.6778498 ]
 ...
 [ 0.22403908  0.7202072  -0.8277221 ]
 [ 0.2144432   0.7171068  -0.81898355]
 [ 0.22876167  0.7185116  -0.84516525]]",2406,0.41184320266889074
58,0.6147469282150269,1.3947477340698242,1.2011404037475586,0.6147469282150269,0.6545888243444457,6.290394306182861,"[[ 3.2429657   0.290555   -1.3813009 ]
 [ 3.2030697   0.3239603  -1.3315611 ]
 [ 3.234558    0.34868145 -1.3300209 ]
 ...
 [ 1.1959114   0.3150444  -0.0334034 ]
 [ 1.1745586   0.29983425 -0.02729034]
 [ 1.2188606   0.33286095 -0.0436058 ]]",2217,0.2493744787322769
59,2.649972438812256,2.7702558040618896,1.4321298599243164,2.649972438812256,1.6461052796377877,6.136820316314697,"[[ 3.862875  -3.3311634 -1.4893904]
 [ 3.8142395 -3.4110594 -1.335988 ]
 [ 3.9535866 -3.334589  -1.4000616]
 ...
 [ 2.5310287  1.2533417  0.928874 ]
 [ 2.5252647  1.2487183  0.9342346]
 [ 2.534851   1.2518692  0.9182224]]",2599,0.31359466221851545
60,1.3217294216156006,2.5046937465667725,2.7852723598480225,1.3217294216156006,2.3725623523100343,6.013114929199219,"[[ 2.0824966  -2.8808088  -1.9835806 ]
 [ 2.0737019  -2.8769922  -1.9009819 ]
 [ 2.122551   -2.8452358  -1.8853092 ]
 ...
 [ 0.84324837  0.33163548  0.5386286 ]
 [ 0.85466194  0.29546452  0.52216244]
 [ 0.8224106   0.36761093  0.53717995]]",2128,0.18248540450375314
61,0.6911365985870361,1.6765766143798828,1.2832067012786865,0.6911365985870361,0.31495716336365925,6.253113746643066,"[[ 2.1583614  -2.5466108  -3.7720146 ]
 [ 2.1280994  -2.515254   -3.723652  ]
 [ 2.1959362  -2.4587479  -3.784212  ]
 ...
 [-0.8770561   0.43785858 -0.42320633]
 [-0.85006714  0.4339733  -0.4153676 ]
 [-0.9121494   0.44207382 -0.4366312 ]]",2430,0.4780650542118432
